Address	Length	Type	String
.rdata:0000000142DAFEB0	0000001B	C	WSACreateEvent failed (%d)
.rdata:0000000142DAFED0	00000021	C	WSAEnumNetworkEvents failed (%d)
.rdata:0000000142DAFEF8	00000009	C	Time-out
.rdata:0000000142DAFF08	0000001A	C	WSACloseEvent failed (%d)
.rdata:0000000142DAFFC8	0000003B	C	set timeouts for state %d; Total % lld, retry %d maxtry %d
.rdata:0000000142DB0008	00000020	C	Malformed ACK packet, rejecting
.rdata:0000000142DB0028	0000001B	C	got option=(%s) value=(%s)
.rdata:0000000142DB0048	00000008	C	blksize
.rdata:0000000142DB0050	00000027	C	invalid blocksize value in OACK packet
.rdata:0000000142DB0078	00000025	C	blksize is larger than max supported
.rdata:0000000142DB00A0	00000008	C	%s (%d)
.rdata:0000000142DB00A8	00000026	C	blksize is smaller than min supported
.rdata:0000000142DB00D0	0000002F	C	server requested blksize larger than allocated
.rdata:0000000142DB0100	00000009	C	%s (%ld)
.rdata:0000000142DB0110	0000000A	C	requested
.rdata:0000000142DB0120	00000019	C	blksize parsed from OACK
.rdata:0000000142DB0140	00000010	C	%s (%d) %s (%d)
.rdata:0000000142DB0150	00000006	C	tsize
.rdata:0000000142DB0158	00000017	C	tsize parsed from OACK
.rdata:0000000142DB0170	0000002A	C	invalid tsize -:%s:- value in OACK packet
.rdata:0000000142DB01A0	00000017	C	Connected for transmit
.rdata:0000000142DB01B8	00000016	C	Connected for receive
.rdata:0000000142DB01D0	00000006	C	octet
.rdata:0000000142DB01D8	00000009	C	netascii
.rdata:0000000142DB01E8	00000018	C	TFTP file name too long
.rdata:0000000142DB0200	00000009	C	%s%c%s%c
.rdata:0000000142DB0210	00000008	C	timeout
.rdata:0000000142DB0218	00000022	C	TFTP buffer too small for options
.rdata:0000000142DB0240	00000020	C	tftp_send_first: internal error
.rdata:0000000142DB0260	0000002A	C	Received last DATA packet block %d again.
.rdata:0000000142DB0290	0000003D	C	Received unexpected DATA packet block %d, expecting block %d
.rdata:0000000142DB02D0	00000030	C	Timeout waiting for block %d ACK.  Retries = %d
.rdata:0000000142DB0300	00000018	C	tftp_rx: internal error
.rdata:0000000142DB0318	00000028	C	Received ACK for block %d, expecting %d
.rdata:0000000142DB0340	0000002C	C	tftp_tx: giving up waiting for block %d ack
.rdata:0000000142DB0370	00000023	C	tftp_tx: internal error, event: %i
.rdata:0000000142DB0398	0000000E	C	TFTP finished
.rdata:0000000142DB03A8	0000001D	C	Internal state machine error
.rdata:0000000142DB03C8	00000012	C	bind() failed; %s
.rdata:0000000142DB03E0	0000001A	C	Received too short packet
.rdata:0000000142DB0400	0000000F	C	TFTP error: %s
.rdata:0000000142DB0410	00000022	C	Internal error: Unexpected packet
.rdata:0000000142DB0434	00000007	C	;mode=
.rdata:0000000142DB0568	00000006	C	LDAPS
.rdata:0000000142DB0570	00000017	C	Microsoft Corporation.
.rdata:0000000142DB0588	00000031	C	LDAP local: LDAP Vendor = %s ; LDAP Version = %d
.rdata:0000000142DB05C0	0000000F	C	LDAP local: %s
.rdata:0000000142DB05D0	00000011	C	Bad LDAP URL: %s
.rdata:0000000142DB05E8	0000000A	C	encrypted
.rdata:0000000142DB05F8	0000000A	C	cleartext
.rdata:0000000142DB0608	0000002E	C	LDAP local: trying to establish %s connection
.rdata:0000000142DB0638	00000027	C	LDAP local: explicit TLS not supported
.rdata:0000000142DB0660	00000024	C	LDAP local: Cannot connect to %s:%u
.rdata:0000000142DB0688	00000026	C	LDAP local: bind via ldap_win_bind %s
.rdata:0000000142DB06B0	00000010	C	LDAP remote: %s
.rdata:0000000142DB06C8	00000008	C	;binary
.rdata:0000000142DB06D0	0000001F	C	There are more than %d entries
.rdata:0000000142DB06F0	00000008	C	onetree
.rdata:0000000142DB0708	00000008	C	subtree
.rdata:0000000142DB0830	00000007	C	GOPHER
.rdata:0000000142DB0838	00000008	C	GOPHERS
.rdata:0000000142DB0840	0000001E	C	Failed sending Gopher request
.rdata:0000000142DB0860	00000011	C	0123456789abcdef
.rdata:0000000142DB087E	00000005	C	\a\b\t\n\v
.rdata:0000000142DB08A8	00000020	C	 \r\n\t/:#?!@{}[]\\$'\"^`*<>=;,+&()%
.rdata:0000000142DB08F8	0000000B	C	127.0.0.1/
.rdata:0000000142DB0908	0000000A	C	/\\:*?\"<>|
.rdata:0000000142DB0920	00000006	C	dict.
.rdata:0000000142DB0930	00000006	C	ldap.
.rdata:0000000142DB0940	00000006	C	imap.
.rdata:0000000142DB0948	00000006	C	smtp.
.rdata:0000000142DB0950	00000006	C	pop3.
.rdata:0000000142DB0968	0000000E	C	file://%s%s%s
.rdata:0000000142DB0978	0000000C	C	%.*s%%25%s]
.rdata:0000000142DB0990	00000022	C	%s://%s%s%s%s%s%s%s%s%s%s%s%s%s%s
.rdata:0000000142DB09B4	00000007	C	macdef
.rdata:0000000142DB09C0	00000008	C	machine
.rdata:0000000142DB09C8	00000006	C	login
.rdata:0000000142DB09D0	00000009	C	password
.rdata:0000000142DB09E8	0000000C	C	USERPROFILE
.rdata:0000000142DB09F8	0000000B	C	%s%s.netrc
.rdata:0000000142DB0A08	0000000B	C	%s%s_netrc
.rdata:0000000142DB0A50	00000011	C	0123456789abcdef
.rdata:0000000142DB0A68	00000019	C	Negotiate auth restarted
.rdata:0000000142DB0A90	0000004E	C	Curl_output_negotiate, no persistent authentication: cleanup existing context
.rdata:0000000142DB0AE0	00000020	C	%sAuthorization: Negotiate %s\r\n
.rdata:0000000142DB0B00	00000014	C	NTLM auth restarted
.rdata:0000000142DB0B18	00000018	C	NTLM handshake rejected
.rdata:0000000142DB0B30	00000028	C	NTLM handshake failure (internal error)
.rdata:0000000142DB0B58	0000001B	C	%sAuthorization: NTLM %s\r\n
.rdata:0000000142DB0B88	0000000B	C	TCP-ACCEPT
.rdata:0000000142DB0B98	00000006	C	host!
.rdata:0000000142DB0BA0	0000001E	C	Could not set TCP_NODELAY: %s
.rdata:0000000142DB0BC0	00000024	C	Failed to set SO_KEEPALIVE on fd %d
.rdata:0000000142DB0BE8	0000002E	C	Failed to set SIO_KEEPALIVE_VALS on fd %d: %d
.rdata:0000000142DB0C18	00000020	C	Couldn't bind to interface '%s'
.rdata:0000000142DB0C38	00000034	C	Local Interface %s is ip %s using address family %i
.rdata:0000000142DB0C70	0000002F	C	Name '%s' family %i resolved to '%s' family %i
.rdata:0000000142DB0CA0	00000016	C	Couldn't bind to '%s'
.rdata:0000000142DB0CB8	00000027	C	getsockname() failed with errno %d: %s
.rdata:0000000142DB0CE0	00000010	C	Local port: %hu
.rdata:0000000142DB0CF0	0000002A	C	Bind to local port %d failed, trying next
.rdata:0000000142DB0D20	0000001E	C	bind failed with errno %d: %s
.rdata:0000000142DB0D40	00000022	C	Immediate connect fail for %s: %s
.rdata:0000000142DB0D68	00000011	C	Recv failure: %s
.rdata:0000000142DB0D80	00000022	C	nw_in_read(len=%zu) -> %d, err=%d
.rdata:0000000142DB0DA8	00000015	C	cf_socket_close(%qd)
.rdata:0000000142DB0DC0	0000002B	C	ssloc inet_ntop() failed with errno %d: %s
.rdata:0000000142DB0DF0	0000002D	C	sa_addr inet_ntop() failed with errno %d: %s
.rdata:0000000142DB0E20	00000014	C	  Trying [%s]:%d...
.rdata:0000000142DB0E38	00000012	C	  Trying %s:%d...
.rdata:0000000142DB0E50	0000001F	C	cf_socket_open() -> %d, fd=%qd
.rdata:0000000142DB0E70	0000001C	C	local address %s port %d...
.rdata:0000000142DB0E90	00000012	C	not connected yet
.rdata:0000000142DB0EA8	0000000A	C	connected
.rdata:0000000142DB0EB8	00000031	C	connect to %s port %u from %s port %d failed: %s
.rdata:0000000142DB0EF0	00000011	C	Send failure: %s
.rdata:0000000142DB0F08	0000001C	C	send(len=%zu) -> %d, err=%d
.rdata:0000000142DB0F28	00000011	C	recv from buffer
.rdata:0000000142DB0F40	00000021	C	partial read: empty buffer first
.rdata:0000000142DB0F68	0000001E	C	buffered %zd additional bytes
.rdata:0000000142DB0F88	0000001C	C	recv(len=%zu) -> %d, err=%d
.rdata:0000000142DB0FA8	00000027	C	getpeername() failed with errno %d: %s
.rdata:0000000142DB0FD0	0000002B	C	ssrem inet_ntop() failed with errno %d: %s
.rdata:0000000142DB1000	00000022	C	is_alive: poll error, assume dead
.rdata:0000000142DB1028	00000025	C	is_alive: poll timeout, assume alive
.rdata:0000000142DB1050	0000002A	C	is_alive: err/hup/etc events, assume dead
.rdata:0000000142DB1080	00000024	C	is_alive: valid events, looks alive
.rdata:0000000142DB10B0	0000002C	C	%s socket %qd connected: [%s:%d] -> [%s:%d]
.rdata:0000000142DB10E0	00000024	C	cf_udp_connect(), open failed -> %d
.rdata:0000000142DB1108	0000002C	C	cf_udp_connect(), opened socket=%qd (%s:%d)
.rdata:0000000142DB1138	00000032	C	cf_udp_connect(), opened socket=%qd (unconnected)
.rdata:0000000142DB1170	0000001E	C	Curl_conn_tcp_listen_set(%qd)
.rdata:0000000142DB1190	0000002A	C	accepted_set(sock=%qd, remote=%s port=%d)
.rdata:0000000142DB11C0	0000000B	C	HTTP-PROXY
.rdata:0000000142DB11D0	0000000A	C	%s%s%s:%d
.rdata:0000000142DB11E0	00000008	C	connect
.rdata:0000000142DB11E8	00000022	C	installing subfilter for HTTP/1.1
.rdata:0000000142DB1210	00000025	C	CONNECT tunnel: HTTP/1.%d negotiated
.rdata:0000000142DB1238	00000030	C	CONNECT tunnel: unsupported ALPN(%d) negotiated
.rdata:0000000142DB1268	00000009	C	H1-PROXY
.rdata:0000000142DB1278	0000001F	C	%s cannot be done over CONNECT
.rdata:0000000142DB1298	00000018	C	allocate connect buffer
.rdata:0000000142DB12B0	00000018	C	new tunnel state 'init'
.rdata:0000000142DB12C8	0000001B	C	new tunnel state 'connect'
.rdata:0000000142DB12E8	0000001B	C	new tunnel state 'receive'
.rdata:0000000142DB1308	0000001C	C	new tunnel state 'response'
.rdata:0000000142DB1328	0000001F	C	new tunnel state 'established'
.rdata:0000000142DB1348	00000018	C	CONNECT phase completed
.rdata:0000000142DB1360	0000001A	C	new tunnel state 'failed'
.rdata:0000000142DB1380	00000022	C	Establish HTTP proxy tunnel to %s
.rdata:0000000142DB13A8	00000020	C	Failed sending CONNECT to proxy
.rdata:0000000142DB13C8	0000001E	C	CONNECT: fwd auth header '%s'
.rdata:0000000142DB13E8	00000031	C	Ignoring Content-Length in CONNECT %03d response
.rdata:0000000142DB1420	00000034	C	Ignoring Transfer-Encoding in CONNECT %03d response
.rdata:0000000142DB1458	0000001A	C	CONNECT responded chunked
.rdata:0000000142DB1478	00000008	C	HTTP/1.
.rdata:0000000142DB1480	00000020	C	Proxy CONNECT connection closed
.rdata:0000000142DB14A0	00000016	C	Proxy CONNECT aborted
.rdata:0000000142DB14B8	00000013	C	chunk reading DONE
.rdata:0000000142DB14D0	0000001B	C	CONNECT response too large
.rdata:0000000142DB14F0	00000023	C	Ignore %lld bytes of response-body
.rdata:0000000142DB1518	0000001D	C	Ignore chunked response-body
.rdata:0000000142DB1538	00000026	C	CONNECT: no content-length or chunked
.rdata:0000000142DB1560	00000025	C	Proxy CONNECT aborted due to timeout
.rdata:0000000142DB1588	0000000E	C	CONNECT start
.rdata:0000000142DB1598	0000000D	C	CONNECT send
.rdata:0000000142DB15A8	00000010	C	CONNECT receive
.rdata:0000000142DB15B8	00000011	C	CONNECT response
.rdata:0000000142DB15D0	0000001B	C	CONNECT need to close+open
.rdata:0000000142DB15F0	00000018	C	Connect me again please
.rdata:0000000142DB1608	00000023	C	CONNECT tunnel failed, response %d
.rdata:0000000142DB1630	00000028	C	CONNECT tunnel established, response %d
.rdata:0000000142DB1658	00000008	C	HAPROXY
.rdata:0000000142DB1660	00000010	C	PROXY UNKNOWN\r\n
.rdata:0000000142DB1680	00000017	C	PROXY %s %s %s %i %i\r\n
.rdata:0000000142DB1698	0000000E	C	HTTPS-CONNECT
.rdata:0000000142DB16A8	0000002B	C	connect+handshake %s: %dms, 1st data: %dms
.rdata:0000000142DB16D8	0000000D	C	using HTTP/3
.rdata:0000000142DB16E8	0000000D	C	using HTTP/2
.rdata:0000000142DB16F8	0000000F	C	using HTTP/1.x
.rdata:0000000142DB1708	0000002B	C	hard timeout of %dms reached, starting h21
.rdata:0000000142DB1740	00000045	C	soft timeout of %dms reached, h3 has not seen any data, starting h21
.rdata:0000000142DB1788	0000000E	C	connect, init
.rdata:0000000142DB17A0	00000013	C	connect, check h21
.rdata:0000000142DB17B8	00000014	C	connect, all failed
.rdata:0000000142DB17D0	00000017	C	connect -> %d, done=%d
.rdata:0000000142DB17E8	0000000D	C	data_pending
.rdata:0000000142DB1820	0000000D	C	SOCKS-PROXYY
.rdata:0000000142DB1830	0000001B	C	connection to proxy closed
.rdata:0000000142DB1850	00000016	C	Failed to send %s: %s
.rdata:0000000142DB1868	00000020	C	SOCKS4: Failed receiving %s: %s
.rdata:0000000142DB1888	0000002E	C	SOCKS4%s: connecting to HTTP proxy %s port %d
.rdata:0000000142DB18B8	0000001E	C	SOCKS4 communication to %s:%d
.rdata:0000000142DB18D8	00000022	C	SOCKS4 non-blocking resolve of %s
.rdata:0000000142DB1900	00000018	C	Hostname '%s' was found
.rdata:0000000142DB1918	0000002D	C	SOCKS4 connect to IPv4 %s (locally resolved)
.rdata:0000000142DB1948	00000026	C	SOCKS4 connection to %s not supported
.rdata:0000000142DB1970	0000002B	C	Failed to resolve \"%s\" for SOCKS4 connect.
.rdata:0000000142DB19A0	0000001F	C	Too long SOCKS proxy user name
.rdata:0000000142DB19C0	0000001B	C	SOCKS4: too long host name
.rdata:0000000142DB19E0	00000017	C	SOCKS4 connect request
.rdata:0000000142DB19F8	00000014	C	connect request ack
.rdata:0000000142DB1A10	00000035	C	SOCKS4 reply has wrong version, version should be 0.
.rdata:0000000142DB1A48	0000001A	C	SOCKS4%s request granted.
.rdata:0000000142DB1A70	00000056	C	Can't complete SOCKS4 connection to %d.%d.%d.%d:%d. (%d), request rejected or failed.
.rdata:0000000142DB1AD0	00000088	C	Can't complete SOCKS4 connection to %d.%d.%d.%d:%d. (%d), request rejected because SOCKS server cannot connect to identd on the client.
.rdata:0000000142DB1B60	0000008C	C	Can't complete SOCKS4 connection to %d.%d.%d.%d:%d. (%d), request rejected because the client program and identd report different user-ids.
.rdata:0000000142DB1BF0	00000043	C	Can't complete SOCKS4 connection to %d.%d.%d.%d:%d. (%d), Unknown.
.rdata:0000000142DB1C38	0000002C	C	SOCKS5: connecting to HTTP proxy %s port %d
.rdata:0000000142DB1C70	00000053	C	SOCKS5: the destination hostname is too long to be resolved remotely by the proxy.
.rdata:0000000142DB1CC8	0000003D	C	warning: unsupported value passed to CURLOPT_SOCKS5_AUTH: %u
.rdata:0000000142DB1D08	00000017	C	initial SOCKS5 request
.rdata:0000000142DB1D20	00000018	C	initial SOCKS5 response
.rdata:0000000142DB1D38	00000035	C	Received invalid version in initial SOCKS5 response.
.rdata:0000000142DB1D70	0000002C	C	Unable to negotiate SOCKS5 GSS-API context.
.rdata:0000000142DB1DA0	0000003B	C	SOCKS5 GSSAPI per-message authentication is not supported.
.rdata:0000000142DB1DE0	00000029	C	No authentication method was acceptable.
.rdata:0000000142DB1E10	00000039	C	Undocumented SOCKS5 mode attempted to be used by server.
.rdata:0000000142DB1E50	0000002A	C	Excessive user name length for proxy auth
.rdata:0000000142DB1E80	00000029	C	Excessive password length for proxy auth
.rdata:0000000142DB1EB0	0000001F	C	SOCKS5 sub-negotiation request
.rdata:0000000142DB1ED0	00000020	C	SOCKS5 sub-negotiation response
.rdata:0000000142DB1EF0	00000030	C	User was rejected by the SOCKS5 server (%d %d).
.rdata:0000000142DB1F20	0000001C	C	SOCKS5: hostname '%s' found
.rdata:0000000142DB1F40	0000002B	C	Failed to resolve \"%s\" for SOCKS5 connect.
.rdata:0000000142DB1F70	0000002B	C	SOCKS5 connect to %s:%d (locally resolved)
.rdata:0000000142DB1FA0	0000002D	C	SOCKS5 connect to [%s]:%d (locally resolved)
.rdata:0000000142DB1FD0	00000026	C	SOCKS5 connection to %s not supported
.rdata:0000000142DB1FF8	0000002C	C	SOCKS5 connect to %s:%d (remotely resolved)
.rdata:0000000142DB2028	0000002F	C	SOCKS5 GSS-API protection not yet implemented.
.rdata:0000000142DB2058	00000017	C	SOCKS5 connect request
.rdata:0000000142DB2070	0000001B	C	SOCKS5 connect request ack
.rdata:0000000142DB2090	00000035	C	SOCKS5 reply has wrong version, version should be 5.
.rdata:0000000142DB20C8	0000002D	C	Can't complete SOCKS5 connection to %s. (%d)
.rdata:0000000142DB20F8	00000025	C	SOCKS5 reply has wrong address type.
.rdata:0000000142DB2120	0000001F	C	SOCKS5 connect request address
.rdata:0000000142DB2140	00000018	C	SOCKS5 request granted.
.rdata:0000000142DB2158	0000001F	C	unknown proxytype option given
.rdata:0000000142DB2178	00000008	C	WDigest
.rdata:0000000142DB2180	00000037	C	DIGEST-MD5 handshake failure (empty challenge message)
.rdata:0000000142DB21B8	0000001D	C	SSPI: couldn't get auth info
.rdata:0000000142DB21D8	0000002F	C	schannel: InitializeSecurityContext failed: %s
.rdata:0000000142DB2208	00000006	C	stale
.rdata:0000000142DB2210	00000031	C	digest_sspi: MakeSignature failed, error 0x%08lx
.rdata:0000000142DB2248	0000000D	C	security.dll
.rdata:0000000142DB2258	0000000C	C	secur32.dll
.rdata:0000000142DB2268	00000017	C	InitSecurityInterfaceA
.rdata:0000000142DB2288	0000001C	C	Too long hexadecimal number
.rdata:0000000142DB22A8	00000028	C	Illegal or missing hexadecimal sequence
.rdata:0000000142DB22D0	00000019	C	Malformed encoding found
.rdata:0000000142DB22F0	0000001B	C	Bad content-encoding found
.rdata:0000000142DB2380	0000000A	C	Bad label
.rdata:0000000142DB2390	0000000D	C	Out of range
.rdata:0000000142DB23A0	0000000B	C	Label loop
.rdata:0000000142DB23B0	0000000A	C	Too small
.rdata:0000000142DB23C0	0000000D	C	RDATA length
.rdata:0000000142DB23D0	0000000A	C	Malformat
.rdata:0000000142DB23E0	0000000A	C	Bad RCODE
.rdata:0000000142DB23F0	00000010	C	Unexpected TYPE
.rdata:0000000142DB2400	00000011	C	Unexpected CLASS
.rdata:0000000142DB2418	0000000B	C	No content
.rdata:0000000142DB2424	00000007	C	Bad ID
.rdata:0000000142DB2430	0000000F	C	bad error code
.rdata:0000000142DB2440	00000025	C	a DoH request is completed, %u to go
.rdata:0000000142DB2468	0000000F	C	DoH request %s
.rdata:0000000142DB2478	00000021	C	Failed to encode DoH packet [%d]
.rdata:0000000142DB24A0	00000026	C	Content-Type: application/dns-message
.rdata:0000000142DB24C8	00000010	C	TTL: %u seconds
.rdata:0000000142DB24D8	00000013	C	DoH A: %u.%u.%u.%u
.rdata:0000000142DB24F0	0000000B	C	DoH AAAA:
.rdata:0000000142DB2500	0000000B	C	%s%02x%02x
.rdata:0000000142DB2510	0000000A	C	CNAME: %s
.rdata:0000000142DB2528	0000001A	C	Could not DoH-resolve: %s
.rdata:0000000142DB2548	00000017	C	DoH: %s type %s for %s
.rdata:0000000142DB2560	00000012	C	DoH Host name: %s
.rdata:0000000142DB2578	0000000D	C	%.*s: %.*s\r\n
.rdata:0000000142DB2588	00000006	C	%s/%s
.rdata:0000000142DB2598	0000002E	C	NTLM handshake failure (empty type-2 message)
.rdata:0000000142DB25C8	00000033	C	NTLM handshake failure (type-3 message): Status=%x
.rdata:0000000142DB2600	00000033	C	SPNEGO handshake failure (empty challenge message)
.rdata:0000000142DB2638	00000025	C	InitializeSecurityContext failed: %s
.rdata:0000000142DB2660	0000001D	C	CompleteAuthToken failed: %s
.rdata:0000000142DB2688	0000000A	C	X-%s-Date
.rdata:0000000142DB2698	0000000D	C	x-%s-date:%s
.rdata:0000000142DB26B0	00000008	C	host:%s
.rdata:0000000142DB26B8	00000009	C	%s: %s\r\n
.rdata:0000000142DB26C8	00000014	C	x-%s-content-sha256
.rdata:0000000142DB26F8	00000018	C	x-%s-content-sha256: %s
.rdata:0000000142DB2710	00000027	C	aws-sigv4: too many query pairs in URL
.rdata:0000000142DB2738	00000008	C	aws:amz
.rdata:0000000142DB2740	0000001D	C	%64[^:]:%64[^:]:%64[^:]:%64s
.rdata:0000000142DB2760	00000028	C	first aws-sigv4 provider can't be empty
.rdata:0000000142DB2788	00000036	C	aws-sigv4: service missing in parameters and hostname
.rdata:0000000142DB27C0	00000028	C	aws-sigv4: service too long in hostname
.rdata:0000000142DB27E8	00000027	C	aws_sigv4: picked service %s from host
.rdata:0000000142DB2810	00000035	C	aws-sigv4: region missing in parameters and hostname
.rdata:0000000142DB2848	00000027	C	aws-sigv4: region too long in hostname
.rdata:0000000142DB2870	00000026	C	aws_sigv4: picked region %s from host
.rdata:0000000142DB28A0	0000000F	C	%Y%m%dT%H%M%SZ
.rdata:0000000142DB28B0	00000014	C	%s\n%s\n%s\n%s\n%s\n%.*s
.rdata:0000000142DB28C8	0000000C	C	%s4_request
.rdata:0000000142DB28D8	0000000C	C	%s/%s/%s/%s
.rdata:0000000142DB28E8	00000019	C	%s4-HMAC-SHA256\n%s\n%s\n%s
.rdata:0000000142DB2904	00000006	C	%s4%s
.rdata:0000000142DB2910	00000056	C	Authorization: %s4-HMAC-SHA256 Credential=%s/%s, SignedHeaders=%s, Signature=%s\r\n%s%s
.rdata:0000000142DB2968	0000001C	C	-----BEGIN CERTIFICATE-----
.rdata:0000000142DB2988	0000001B	C	\n-----END CERTIFICATE-----
.rdata:0000000142DB29A8	00000032	C	schannel: CA file '%s' is not correctly formatted
.rdata:0000000142DB29E0	0000003E	C	schannel: failed to extract certificate from CA file '%s': %s
.rdata:0000000142DB2A20	00000055	C	schannel: unexpected content type '%d' when extracting certificate from CA file '%s'
.rdata:0000000142DB2A80	0000004F	C	schannel: failed to add certificate from CA file '%s' to certificate store: %s
.rdata:0000000142DB2AD0	00000039	C	schannel: did not add any certificates from CA file '%s'
.rdata:0000000142DB2B10	00000034	C	schannel: added %d certificate(s) from CA file '%s'
.rdata:0000000142DB2B48	00000031	C	schannel: invalid path name for CA file '%s': %s
.rdata:0000000142DB2B80	0000002A	C	schannel: failed to open CA file '%s': %s
.rdata:0000000142DB2BB0	00000037	C	schannel: failed to determine size of CA file '%s': %s
.rdata:0000000142DB2BE8	0000002F	C	schannel: CA file exceeds max size of %u bytes
.rdata:0000000142DB2C18	0000002F	C	schannel: failed to read from CA file '%s': %s
.rdata:0000000142DB2C48	00000024	C	schannel: Null certificate context.
.rdata:0000000142DB2C70	00000021	C	schannel: Null certificate info.
.rdata:0000000142DB2C98	0000000A	C	2.5.29.17
.rdata:0000000142DB2CA8	00000035	C	schannel: CertFindExtension() returned no extension.
.rdata:0000000142DB2CE0	00000048	C	schannel: CryptDecodeObjectEx() returned no alternate name information.
.rdata:0000000142DB2D28	0000001A	C	schannel: Empty DNS name.
.rdata:0000000142DB2D48	00000034	C	schannel: Not enough memory to list all host names.
.rdata:0000000142DB2D80	00000047	C	schannel: CertGetNameString() returned no certificate name information
.rdata:0000000142DB2DD0	00000057	C	schannel: CertGetNameString() returned certificate name information of unexpected size
.rdata:0000000142DB2E30	0000004B	C	schannel: connection hostname (%s) validated against certificate name (%s)
.rdata:0000000142DB2E80	0000004F	C	schannel: connection hostname (%s) did not match against certificate name (%s)
.rdata:0000000142DB2ED0	00000068	C	schannel: CertGetNameString() failed to match connection hostname (%s) against server certificate names
.rdata:0000000142DB2F38	00000036	C	schannel: server certificate name verification failed
.rdata:0000000142DB2F70	0000002F	C	schannel: reusing certificate store from cache
.rdata:0000000142DB2FA0	00000031	C	schannel: failed to create certificate store: %s
.rdata:0000000142DB2FD8	00000038	C	schannel: failed to create certificate chain engine: %s
.rdata:0000000142DB3010	0000002D	C	schannel: CertGetCertificateChain failed: %s
.rdata:0000000142DB3040	00000044	C	schannel: CertGetCertificateChain trust error CERT_TRUST_IS_REVOKED
.rdata:0000000142DB3090	0000004A	C	schannel: CertGetCertificateChain trust error CERT_TRUST_IS_PARTIAL_CHAIN
.rdata:0000000142DB30E0	0000004B	C	schannel: CertGetCertificateChain trust error CERT_TRUST_IS_UNTRUSTED_ROOT
.rdata:0000000142DB3130	0000004B	C	schannel: CertGetCertificateChain trust error CERT_TRUST_IS_NOT_TIME_VALID
.rdata:0000000142DB3180	00000053	C	schannel: CertGetCertificateChain trust error CERT_TRUST_REVOCATION_STATUS_UNKNOWN
.rdata:0000000142DB31D8	00000035	C	schannel: CertGetCertificateChain error mask: 0x%08x
.rdata:0000000142DB3210	00000008	C	2.5.4.3
.rdata:0000000142DB3218	0000000A	C	2.5.29.17
.rdata:0000000142DB3520	00000012	C	1.2.840.10040.4.1
.rdata:0000000142DB3538	00000012	C	1.2.840.10040.4.3
.rdata:0000000142DB3550	0000000E	C	dsa-with-sha1
.rdata:0000000142DB3560	00000012	C	1.2.840.10045.2.1
.rdata:0000000142DB3578	0000000C	C	ecPublicKey
.rdata:0000000142DB3588	00000014	C	1.2.840.10045.3.0.1
.rdata:0000000142DB35A0	0000000B	C	c2pnb163v1
.rdata:0000000142DB35B0	00000012	C	1.2.840.10045.4.1
.rdata:0000000142DB35C8	00000010	C	ecdsa-with-SHA1
.rdata:0000000142DB35D8	00000012	C	1.2.840.10046.2.1
.rdata:0000000142DB35F0	0000000F	C	dhpublicnumber
.rdata:0000000142DB3600	00000015	C	1.2.840.113549.1.1.1
.rdata:0000000142DB3618	0000000E	C	rsaEncryption
.rdata:0000000142DB3628	00000015	C	1.2.840.113549.1.1.2
.rdata:0000000142DB3640	00000015	C	md2WithRSAEncryption
.rdata:0000000142DB3658	00000015	C	1.2.840.113549.1.1.4
.rdata:0000000142DB3670	00000015	C	md5WithRSAEncryption
.rdata:0000000142DB3688	00000015	C	1.2.840.113549.1.1.5
.rdata:0000000142DB36A0	00000016	C	sha1WithRSAEncryption
.rdata:0000000142DB36B8	00000016	C	1.2.840.113549.1.1.10
.rdata:0000000142DB36D0	0000000B	C	RSASSA-PSS
.rdata:0000000142DB36E0	00000016	C	1.2.840.113549.1.1.14
.rdata:0000000142DB36F8	00000018	C	sha224WithRSAEncryption
.rdata:0000000142DB3710	00000016	C	1.2.840.113549.1.1.11
.rdata:0000000142DB3728	00000018	C	sha256WithRSAEncryption
.rdata:0000000142DB3740	00000016	C	1.2.840.113549.1.1.12
.rdata:0000000142DB3758	00000018	C	sha384WithRSAEncryption
.rdata:0000000142DB3770	00000016	C	1.2.840.113549.1.1.13
.rdata:0000000142DB3788	00000018	C	sha512WithRSAEncryption
.rdata:0000000142DB37A0	00000013	C	1.2.840.113549.2.2
.rdata:0000000142DB37B8	00000013	C	1.2.840.113549.2.5
.rdata:0000000142DB37D0	0000000E	C	1.3.14.3.2.26
.rdata:0000000142DB37F0	00000008	C	2.5.4.4
.rdata:0000000142DB3800	00000008	C	2.5.4.5
.rdata:0000000142DB3808	0000000D	C	serialNumber
.rdata:0000000142DB3818	00000008	C	2.5.4.6
.rdata:0000000142DB3820	00000008	C	2.5.4.7
.rdata:0000000142DB3830	00000008	C	2.5.4.8
.rdata:0000000142DB3840	00000008	C	2.5.4.9
.rdata:0000000142DB3848	0000000E	C	streetAddress
.rdata:0000000142DB3858	00000009	C	2.5.4.10
.rdata:0000000142DB3868	00000009	C	2.5.4.11
.rdata:0000000142DB3878	00000009	C	2.5.4.12
.rdata:0000000142DB3888	00000009	C	2.5.4.13
.rdata:0000000142DB3898	00000009	C	2.5.4.17
.rdata:0000000142DB38A8	0000000B	C	postalCode
.rdata:0000000142DB38B8	00000009	C	2.5.4.41
.rdata:0000000142DB38C8	00000009	C	2.5.4.42
.rdata:0000000142DB38D8	0000000A	C	givenName
.rdata:0000000142DB38E8	00000009	C	2.5.4.43
.rdata:0000000142DB38F8	00000009	C	initials
