Address	Length	Type	String
.rdata:0000000143478798	00000012	C	', instead got: '
.rdata:0000000143478848	00000007	C	STV*?|
.rdata:00000001434797A0	0000001A	C	to_child_bone_group_index
.rdata:0000000143479860	00000014	C	to_bone_group_index
.rdata:0000000143479A60	0000001C	C	from_child_bone_group_index
.rdata:0000000143479B28	00000016	C	from_bone_group_index
.rdata:0000000143479BD8	00000010	C	from_child_bone
.rdata:0000000143479C80	0000000A	C	from_bone
.rdata:0000000143479E98	0000000B	C	AfterDelay
.rdata:0000000143479EA4	00000006	C	OnEnd
.rdata:0000000143479EB8	00000008	C	OnBegin
.rdata:0000000143479EC0	0000000B	C	StandAlone
.rdata:0000000143479ECC	00000007	C	Append
.rdata:000000014347A140	00000030	C	 has a different material than the other meshes
.rdata:000000014347A370	0000001B	C	 has no valid FMT filename
.rdata:000000014347A390	00000021	C	 doesn't have exactly 1 material
.rdata:000000014347A3B8	0000003A	C	 has a different material to the other meshes in this DLP
.rdata:000000014347A480	00000041	C	Attempted to get invalid index for 'm_EnvironmentTransitionData'
.rdata:000000014347A4C8	00000036	C	Attempted to get invalid index for 'm_ControlObjects'
.rdata:000000014347A568	0000000D	C	Normal (tbn)
.rdata:000000014347A5E0	0000000F	C	Surface Normal
.rdata:000000014347A658	00000009	C	Specular
.rdata:000000014347A6D0	0000000F	C	Indirect Color
.rdata:000000014347A740	0000000B	C	Subsurface
.rdata:000000014347A878	0000000D	C	River Markup
.rdata:000000014347A8F8	00000014	C	Ocean Markup (Land)
.rdata:000000014347A980	00000014	C	Ocean Markup (Deep)
.rdata:000000014347AA10	0000000D	C	Flood Markup
.rdata:000000014347AA90	00000011	C	Wetness (Caster)
.rdata:000000014347AB18	00000013	C	Wetness (Receiver)
.rdata:000000014347ABA0	0000000C	C	Final Color
.rdata:000000014347ABB0	00000013	C	debugJitteredInput
.rdata:000000014347ABC8	0000000C	C	Final Depth
.rdata:000000014347ABD8	0000000B	C	debugDepth
.rdata:000000014347ABE8	00000015	C	Final Motion Vectors
.rdata:000000014347AC00	0000000A	C	debugMVec
.rdata:000000014347AC10	0000000D	C	Fire Sources
.rdata:000000014347AD38	00000010	C	HDR Calibration
.rdata:000000014347AD48	00000011	C	hdrCalibrationPS
.rdata:000000014347AD60	00000012	C	Albedo Validation
.rdata:000000014347AD80	00000065	C	Checks the brightness of the material Albedo color.\nRed = Too Dark\nGreen = Spot on\nBlue = Too Bright
.rdata:000000014347AE58	00000014	C	Specular Validation
.rdata:000000014347AE70	00000067	C	Checks the brightness of the material Specular color.\nRed = Too Dark\nGreen = Spot on\nBlue = Too Bright
.rdata:000000014347AFB0	00000010	C	Projectile Hull
.rdata:000000014347B020	00000014	C	Geometry Complexity
.rdata:000000014347B0B0	00000007	C	Albedo
.rdata:000000014347B118	00000006	C	Gloss
.rdata:000000014347B178	0000000A	C	Roughness
.rdata:000000014347B1F0	00000013	C	World Normal (Fit)
.rdata:000000014347B210	00000055	C	Normals are fitted in the color space, so black = (-1, -1, -1) and white = (1, 1, 1)
.rdata:000000014347B2C8	00000014	C	World Normal (True)
.rdata:000000014347B2E0	0000006F	C	Normals are displayed as is (the color value equals the corresponding normal value, negative values are black)
.rdata:000000014347B3A8	0000000E	C	Tangent (tbn)
.rdata:000000014347B420	0000000F	C	Binormal (tbn)
.rdata:000000014347B430	0000000A	C	Mip Level
.rdata:000000014347B440	00000028	C	Get the max mip level for each texture.
.rdata:000000014347B4D0	00000010	C	Texture Max Mip
.rdata:000000014347B540	0000000B	C	Instancing
.rdata:000000014347B550	0000002D	C	Shades of HSV for each instance_id increment
.rdata:000000014347B5E0	0000000C	C	Scene Index
.rdata:000000014347B5F0	0000003A	C	Green: scene 0\nRed: scene 1\nBlue: scene 2\nYellow: scene 3
.rdata:000000014347B690	00000009	C	Overdraw
.rdata:000000014347B700	0000000D	C	Double Sided
.rdata:000000014347B710	00000028	C	Orange: Double sided\nBlue: Single sided
.rdata:000000014347B7A0	00000012	C	Shader Complexity
.rdata:000000014347B7B8	00000036	C	Shader cost from good to bad:\n Green -> Yellow -> Red
.rdata:000000014347B860	00000014	C	Performance Overlay
.rdata:000000014347B8E0	00000009	C	Polygons
.rdata:000000014347B950	0000000F	C	Vertex Merging
.rdata:000000014347B9C8	00000010	C	Trail Wireframe
.rdata:000000014347BA48	00000010	C	Dynamic Culling
.rdata:000000014347BA58	00000021	C	Color indicates particle density
.rdata:000000014347BAE8	0000000C	C	Global Wind
.rdata:000000014347BB58	00000011	C	Light Complexity
.rdata:000000014347BB70	0000008E	C	How many spot and directional lights affect the object:\n 0 lights : No color\n 1 light: Green\n 2 lights: Yellow\n 3 lights: Blue\n 4 lights: Red
.rdata:000000014347BC58	0000000D	C	Tiled Lights
.rdata:000000014347BC70	00000064	C	Blue channel contains the number of point lights for that tile, times 64 (for better visualization)
.rdata:000000014347BD38	0000000F	C	Lighting Model
.rdata:000000014347BD50	00000040	C	Red: SpecGlossPbrMaterial\nGreen: Anisotropy\nBlue: PhongMaterial
.rdata:000000014347BDF8	00000010	C	Detail Lighting
.rdata:000000014347BE10	0000005D	C	Shows objects with only the lighting on them, using the normal maps of the original material
.rdata:000000014347BED8	0000000E	C	Lighting Only
.rdata:000000014347BEF0	00000065	C	Shows objects with only the lighting on them, without using the normal maps of the original material
.rdata:000000014347BFC8	0000000F	C	Jitter Offsets
.rdata:000000014347C020	00000055	C	F:\\buildslave\\build\\production\\source\\shared\\Engine\\Resource\\FontResourceWindows.cpp
.rdata:000000014347C4C0	00000033	C	: this object doesn't support a special last block
.rdata:000000014347C4F8	00000019	C	 exceeds the maximum of
.rdata:000000014347C520	00000011	C	 byte digest to
.rdata:000000014347C540	0000005D	C	NullRNG: NullRNG should only be passed to functions that don't need to generate random bytes
.rdata:000000014347C5A0	00000026	C	HashTransformation: can't truncate a
.rdata:000000014347C5C8	00000015	C	: invalid ciphertext
.rdata:000000014347C5E8	00000023	C	: this object cannot use a null IV
.rdata:000000014347C610	0000001D	C	: this object requires an IV
.rdata:000000014347C630	0000000D	C	: IV length
.rdata:000000014347C640	0000001E	C	 is less than the minimum of
.rdata:000000014347C660	00000008	C	KeySize
.rdata:000000014347C668	0000003B	C	BufferedTransformation: this object can't be reinitialized
.rdata:000000014347C6A8	00000030	C	: this object doesn't support multiple channels
.rdata:000000014347C6D8	0000001B	C	 is not a valid key length
.rdata:000000014347C708	00000007	C	Rounds
.rdata:000000014347CC58	00000026	C	RoundUpToMultipleOf: integer overflow
.rdata:000000014347D108	0000000F	C	bad allocation
.rdata:000000014347D1B8	00000027	C	 doesn't match the required length of
.rdata:000000014347D1E0	0000000E	C	 for this key
.rdata:000000014347D1F0	00000030	C	: this key is too short to encrypt any messages
.rdata:000000014347D220	00000018	C	: ciphertext length of
.rdata:000000014347D238	00000015	C	: message length of
.rdata:000000014347D250	00000015	C	 for this public key
.rdata:000000014347D5A8	00000014	C	TruncatedDigestSize
.rdata:000000014347D5C0	0000000D	C	OutputBuffer
.rdata:000000014347D5D0	00000021	C	SignatureVerificationFilterFlags
.rdata:000000014347D5F8	0000002D	C	FilterWithBufferedInput: invalid buffer size
.rdata:000000014347D658	0000000B	C	PutMessage
.rdata:000000014347D668	0000001F	C	: missing required parameter '
.rdata:000000014347D688	00000037	C	: Nonblocking input is not implemented by this object.
.rdata:000000014347D6C0	00000018	C	FilterWithBufferedInput
.rdata:000000014347D6D8	00000029	C	ArraySink: missing OutputBuffer argument
.rdata:000000014347D708	0000002A	C	StringStore: missing InputBuffer argument
.rdata:000000014347DAE0	00000014	C	EncodingLookupArray
.rdata:000000014347DAF8	0000000C	C	PaddingByte
.rdata:000000014347DB40	00000008	C	Modulus
.rdata:000000014347DC40	00000023	C	Integer: input length is too small
.rdata:000000014347DC68	00000011	C	RandomNumberType
.rdata:000000014347DC80	00000029	C	Integer: Min must be no greater than Max
.rdata:000000014347DCB0	0000000A	C	BitLength
.rdata:000000014347DCC0	0000001E	C	Integer: missing Max argument
.rdata:000000014347DCE0	0000000D	C	EquivalentTo
.rdata:000000014347DD00	0000004C	C	MontgomeryRepresentation: Montgomery representation requires an odd modulus
.rdata:000000014347DD50	00000032	C	Integer: invalid EquivalentTo and/or Mod argument
.rdata:000000014347DD88	0000002B	C	Integer: invalid RandomNumberType argument
.rdata:000000014347DDB8	00000017	C	PointerToPrimeSelector
.rdata:000000014347DF90	0000000C	C	ModulusSize
.rdata:000000014347DFA0	00000012	C	SubgroupOrderSize
.rdata:000000014347DFB8	0000001E	C	DSA: not a valid prime length
.rdata:000000014347E000	0000002F	C	InvertibleRSAFunction: invalid public exponent
.rdata:000000014347E030	0000003B	C	InvertibleRSAFunction: specified modulus size is too small
.rdata:000000014347E070	00000048	C	InvertibleRSAFunction: computational error during private key operation
.rdata:000000014347E0B8	00000007	C	Prime2
.rdata:000000014347E0C0	00000019	C	ModPrime1PrivateExponent
.rdata:000000014347E0E0	0000000F	C	PublicExponent
.rdata:000000014347E0F0	00000007	C	Prime1
.rdata:000000014347E0F8	00000019	C	ModPrime2PrivateExponent
.rdata:000000014347E118	00000027	C	MultiplicativeInverseOfPrime2ModPrime1
.rdata:000000014347E170	00000024	C	PSSR_MEM: message recovery disabled
.rdata:000000014347E198	00000009	C	FileName
.rdata:000000014347E1A8	00000009	C	FileTime
.rdata:000000014347E1B8	00000008	C	Comment
.rdata:000000014347E1C0	00000021	C	 is not a valid number of rounds
.rdata:000000014347E1E8	00000010	C	BCryptGenRandom
.rdata:000000014347E200	0000001C	C	BCryptOpenAlgorithmProvider
.rdata:000000014347E220	00000009	C	OS_Rng:
.rdata:000000014347E270	0000001E	C	 operation failed with error
.rdata:000000014347E2F0	0000000E	C	BaseN_Decoder
.rdata:000000014347E300	0000003A	C	BaseN_Decoder: Log2Base must be between 1 and 7 inclusive
.rdata:000000014347E340	0000000E	C	BaseN_Encoder
.rdata:000000014347E350	0000003A	C	BaseN_Encoder: Log2Base must be between 1 and 7 inclusive
.rdata:000000014347E390	00000008	C	Grouper
.rdata:000000014347E398	00000009	C	NodeSize
.rdata:000000014347E530	00000047	C	IteratedHashBase: input data exceeds maximum allowed by hash function
.rdata:000000014347E578	0000000D	C	DeflateLevel
.rdata:000000014347E588	0000000F	C	Log2WindowSize
.rdata:000000014347E598	0000000B	C	Deflator:
.rdata:000000014347E5A8	0000001D	C	 is an invalid deflate level
.rdata:000000014347E5C8	00000015	C	DetectUncompressible
.rdata:000000014347E5E0	0000001B	C	 is an invalid window size
.rdata:000000014347E600	00000009	C	Deflator
.rdata:000000014347EF08	00000013	C	invalid bit length
.rdata:000000014347F0A0	00000006	C	AESNI
.rdata:000000014347F0A8	00000032	C	Timer: QueryPerformanceCounter failed with error
.rdata:000000014347F169	00000005	C	{SO-N
.rdata:000000014347F288	0000000C	C	include_aux
.rdata:000000014347F380	0000000D	C	multi_attach
.rdata:000000014347F390	0000000E	C	ignore_errors
.rdata:000000014347F438	00000030	C	Unable to read child attached object parameters
.rdata:000000014347F9C0	00000018	C	Unable to read textures
.rdata:000000014347FC38	00000021	C	Couldn't read from MaterialAtlas
.rdata:000000014347FC60	00000020	C	Invalid version number detected
.rdata:0000000143480288	0000000A	C	ASTReader
.rdata:00000001434804D8	00000013	C	. Read from file:
.rdata:0000000143492D60	00000021	C	Access violation - no RTTI data!
.rdata:0000000143492D88	00000012	C	Bad dynamic_cast!
.rdata:0000000143492D9C	00000006	C	acosf
.rdata:0000000143492DD4	00000006	C	asinf
.rdata:0000000143492F0F	00000006	C	?y2@\x1B#
.rdata:0000000143492F17	00000005	C	?\vxMW
.rdata:000000014349309F	00000006	C	?%\x1BJ9M
.rdata:00000001434930D7	00000007	C	?\vS^>#/
.rdata:00000001434931D9	00000005	C	BC1%M
.rdata:0000000143493217	00000005	C	?\rz0w
.rdata:00000001434932C7	00000006	C	?\n\t;ud
.rdata:000000014349333F	00000005	C	?U[y[
.rdata:00000001434933B9	00000005	C	3+5<t
.rdata:0000000143493427	00000005	C	?W(~N
.rdata:00000001434934D7	00000005	C	?Ji@9
.rdata:0000000143493932	00000008	C	[*ncd>TQ
.rdata:000000014349393E	0000000A	C	\\>$hkDh$h>
.rdata:0000000143493959	00000008	C	*|\a>uZ>`
.rdata:0000000143493A0C	00000007	C	&\t$@06p
.rdata:0000000143493A14	00000006	C	8J;@ts
.rdata:0000000143493ABE	00000007	C	 B\\kji2
.rdata:0000000143493BEE	00000007	C	 B\\kji2
.rdata:0000000143493C48	00000006	C	coshf
.rdata:0000000143493D90	00000006	C	fmodf
.rdata:000000014349442C	00000005	C	#4o>w
.rdata:0000000143494445	00000005	C	)l>Y\x1B
.rdata:000000014349445E	00000005	C	c>v\tk
.rdata:0000000143494495	00000005	C	pm>6/
.rdata:00000001434944BE	00000005	C	^>&qN
.rdata:00000001434944DD	00000005	C	!\\>G[
.rdata:00000001434944E5	00000005	C	_f>PH
.rdata:00000001434944EE	00000005	C	Z>w_F
.rdata:0000000143494504	00000005	C	hj>>d
.rdata:000000014349454C	00000005	C	L-n>4
.rdata:0000000143494564	00000005	C	@pn>6
.rdata:0000000143494594	00000007	C	*Vc>L\bH
.rdata:00000001434945D3	00000005	C	Y>kX>
.rdata:00000001434945DC	00000007	C	,HR><y5
.rdata:00000001434952DD	0000000B	C	\"e?<<<<<<l?
.rdata:00000001434953C6	0000000A	C	m?H7\x1B`+!]?
.rdata:00000001434953D2	00000006	C	l@6 \v?
.rdata:00000001434953DE	00000006	C	b?^Cy\r
.rdata:0000000143495416	00000005	C	j?V()
.rdata:000000014349545D	0000000B	C	Il?333333c?
.rdata:00000001434954F5	00000006	C	.i?0@I
.rdata:00000001434954FE	0000000A	C	d?000000`?
.rdata:000000014349552B	00000005	C	\\$gm?
.rdata:000000014349555C	00000005	C	\b+[?F
.rdata:00000001434955DC	00000008	C	)|B?d!\vY
.rdata:0000000143495615	00000005	C	n]?iJ
.rdata:0000000143495635	00000005	C	\nh?oT
.rdata:000000014349565E	0000000A	C	L?UUUUUUU?
.rdata:00000001434956C6	00000005	C	o?@Q\n
.rdata:00000001434956F5	00000005	C	x)?\nP
.rdata:000000014349570B	00000005	C	WaNd?
.rdata:0000000143495716	00000005	C	j?{$*
.rdata:000000014349571E	0000000A	C	&?PPPPPPP?
.rdata:000000014349572B	00000005	C	9D\v^?
.rdata:0000000143495773	00000007	C	0X8b?~\x1B
.rdata:000000014349578B	00000006	C	%GoU?*
.rdata:00000001434957FD	00000006	C	(T?j?Y
.rdata:0000000143495864	00000005	C	$Ib?s
.rdata:000000014349586B	00000005	C	..om?
.rdata:00000001434958B5	00000005	C	yG?\ay
.rdata:00000001434958C3	00000007	C	E[\rn?gc
.rdata:00000001434958FA	00000006	C	W \aae?
.rdata:000000014349590A	00000006	C	Zod(^?
.rdata:000000014349591C	00000005	C	C5R?\t
.rdata:0000000143495944	00000006	C	D W?{W
.rdata:000000014349595B	00000005	C	N3`d?
.rdata:00000001434959EB	00000007	C	qS>g?h3
.rdata:00000001434959F3	00000005	C	?R0I?
.rdata:00000001434959FC	00000005	C	8ke?;
.rdata:0000000143495A0E	00000007	C	c?FA@s}
.rdata:0000000143495E87	00000007	C	?7{KV\nU
.rdata:0000000143495E8F	00000005	C	?+>^m
.rdata:000000014349607F	00000006	C	?kxG2)
.rdata:0000000143496107	00000006	C	?TY,>5
.rdata:00000001434961BF	00000006	C	?!5WOo
.rdata:0000000143496207	00000007	C	?E=$% B
.rdata:0000000143496277	00000007	C	?49HoKC
.rdata:00000001434965B8	00000006	C	UUUUUU
.rdata:00000001434967B2	00000008	C	[*ncd>TQ
.rdata:00000001434967BE	0000000A	C	\\>$hkDh$h>
.rdata:00000001434967D9	00000008	C	*|\a>uZ>`
.rdata:000000014349688C	00000007	C	&\t$@06p
.rdata:0000000143496894	00000006	C	8J;@ts
.rdata:000000014349693E	00000007	C	 B\\kji2
.rdata:0000000143496A6E	00000007	C	 B\\kji2
.rdata:0000000143496AC8	00000006	C	sinhf
.rdata:0000000143496AD0	00000006	C	sqrtf
.rdata:0000000143496EF5	00000005	C	X!t5~
.rdata:0000000143497A1E	00000008	C	.>\rfJBGo
.rdata:0000000143497AFB	00000007	C	\vA03>A|
.rdata:0000000143497B11	00000007	C	Q5rHg,>
.rdata:0000000143497B4E	00000005	C	<>#n2
.rdata:0000000143497B7C	00000005	C	c0&>`
.rdata:0000000143497BED	00000006	C	j>>A?1
.rdata:0000000143497C36	0000000A	C	.>PJ;I:qE>
.rdata:0000000143497C6D	00000005	C	\a7>I0
.rdata:0000000143497C76	00000006	C	:>t6k'
.rdata:0000000143497CA6	00000005	C	<>\bc~
.rdata:0000000143497CE3	00000006	C	])6M>&
.rdata:0000000143497CF4	00000006	C	CWD>~3
.rdata:0000000143497D06	00000006	C	:>)*\tv
.rdata:0000000143497D1C	00000006	C	_oD>Kg
.rdata:0000000143497D2D	00000005	C	AK>(v
.rdata:0000000143497D64	00000005	C	-BH>t
.rdata:0000000143497DD4	00000005	C	CL:>8
.rdata:0000000143497DDC	00000005	C	Z\x1BF>:
.rdata:0000000143497DE4	00000006	C	6NK>\x1B\r
.rdata:0000000143497E2E	00000005	C	E>nEA
.rdata:0000000143497EA6	00000006	C	N>O=I9
.rdata:0000000143497EC6	00000006	C	F>qUxv
.rdata:0000000143497F13	00000007	C	/2GG>!B
.rdata:0000000143497F25	00000005	C	Z\\>z8
.rdata:0000000143497F35	00000005	C	OF>;^
.rdata:0000000143497FAE	00000005	C	^>u\bx
.rdata:0000000143497FD6	00000005	C	]>)2X
.rdata:000000014349805E	00000005	C	_>L\bH
.rdata:000000014349806C	00000008	C	zY;>u:m\t
.rdata:0000000143498086	00000006	C	P>q_Y~
.rdata:00000001434980A6	0000000A	C	0><[cZUg^>
.rdata:00000001434980C3	00000005	C	v}`[>
.rdata:0000000143498105	00000005	C	oI>O7
.rdata:0000000143498113	00000005	C	^RfN>
.rdata:0000000143498143	00000007	C	Y>kX>M\x1B
.rdata:0000000143498164	00000005	C	,HR>O
.rdata:0000000143498176	00000005	C	A>l$/
.rdata:000000014349817D	00000006	C	H[><y5
.rdata:00000001434983CD	00000007	C	X 843\"8
.rdata:000000014349844B	00000005	C	82Pa8
.rdata:0000000143498456	00000006	C	g9@x!8
.rdata:00000001434984FA	00000006	C	x8}0\t9
.rdata:0000000143498507	00000007	C	5m8>8=t
.rdata:0000000143498573	00000005	C	99jd9
.rdata:0000000143498579	00000005	C	z\r8Pf
.rdata:0000000143498593	00000005	C	9Z=K7
.rdata:0000000143498A17	00000005	C	7h>?8
.rdata:0000000143498AE1	00000005	C	{w8&-
.rdata:0000000143498B5E	00000007	C	-9D\t/9a
.rdata:0000000143498E26	00000005	C	h>1my
.rdata:0000000143498E62	00000007	C	[*ncd>0
.rdata:0000000143498E6D	00000005	C	 C>TQ
.rdata:0000000143498E7E	0000000C	C	S>$hkDh$h>[2
.rdata:0000000143498EB1	00000007	C	*|\a>uZ>
.rdata:0000000143498F05	00000006	C	XO>\ntA
.rdata:0000000143498F25	00000007	C	UA>N0Wl
.rdata:0000000143498F85	00000005	C	\nk>oB
.rdata:0000000143498FF5	00000005	C	X!t5~
.rdata:00000001434990A5	00000005	C	X!t5~
.rdata:000000014351D4EC	0000005B	C - UTF-8	F:\\buildslave\\build\\production\\source\\build_outputs\\Release_Fastx64\\PathOfExile_x64x64.pdb
.rdata:000000014351D568	00000006	C	.text
.rdata:000000014351D578	00000009	C	.text$di
.rdata:000000014351D58C	00000009	C	.text$mn
.rdata:000000014351D5A0	0000000C	C	.text$mn$00
.rdata:000000014351D5B4	0000000C	C	.text$mn$21
.rdata:000000014351D5C8	00000008	C	.text$x
.rdata:000000014351D5D8	00000009	C	.text$yd
.rdata:000000014351D5EC	00000009	C	.idata$5
.rdata:000000014351D600	00000007	C	.00cfg
.rdata:000000014351D610	00000009	C	.CRT$XCA
.rdata:000000014351D624	0000000A	C	.CRT$XCAA
.rdata:000000014351D638	00000009	C	.CRT$XCC
.rdata:000000014351D64C	00000009	C	.CRT$XCL
.rdata:000000014351D660	00000009	C	.CRT$XCU
.rdata:000000014351D674	00000009	C	.CRT$XCZ
.rdata:000000014351D688	00000009	C	.CRT$XDA
.rdata:000000014351D69C	00000009	C	.CRT$XDU
.rdata:000000014351D6B0	00000009	C	.CRT$XDZ
.rdata:000000014351D6C4	00000009	C	.CRT$XIA
.rdata:000000014351D6D8	0000000A	C	.CRT$XIAA
.rdata:000000014351D6EC	0000000A	C	.CRT$XIAC
.rdata:000000014351D700	00000009	C	.CRT$XIC
.rdata:000000014351D714	00000009	C	.CRT$XIZ
.rdata:000000014351D728	00000009	C	.CRT$XLA
.rdata:000000014351D73C	00000009	C	.CRT$XLB
.rdata:000000014351D750	00000009	C	.CRT$XLC
.rdata:000000014351D764	00000009	C	.CRT$XLD
.rdata:000000014351D778	00000009	C	.CRT$XLY
.rdata:000000014351D78C	00000009	C	.CRT$XLZ
.rdata:000000014351D7A0	00000009	C	.CRT$XPA
.rdata:000000014351D7B4	00000009	C	.CRT$XPX
.rdata:000000014351D7C8	0000000A	C	.CRT$XPXA
.rdata:000000014351D7DC	00000009	C	.CRT$XPZ
.rdata:000000014351D7F0	00000009	C	.CRT$XTA
.rdata:000000014351D804	00000009	C	.CRT$XTZ
.rdata:000000014351D818	00000007	C	.rdata
.rdata:000000014351D828	0000000A	C	.rdata$00
.rdata:000000014351D83C	00000009	C	.rdata$T
.rdata:000000014351D850	00000009	C	.rdata$r
.rdata:000000014351D864	0000000E	C	.rdata$voltmd
.rdata:000000014351D87C	0000000E	C	.rdata$zzzdbg
.rdata:000000014351D894	00000009	C	.rtc$IAA
.rdata:000000014351D8A8	00000009	C	.rtc$IZZ
.rdata:000000014351D8BC	00000009	C	.rtc$TAA
.rdata:000000014351D8D0	00000009	C	.rtc$TZZ
.rdata:000000014351D8F4	00000006	C	.tls$
.rdata:000000014351D904	00000009	C	.tls$ZZZ
.rdata:000000014351D918	00000007	C	.xdata
.rdata:000000014351D928	00000009	C	.xdata$x
.rdata:000000014351D93C	00000009	C	.didat$2
.rdata:000000014351D950	00000009	C	.didat$3
.rdata:000000014351D964	00000009	C	.didat$4
.rdata:000000014351D978	00000009	C	.didat$6
.rdata:000000014351D98C	00000009	C	.didat$7
.rdata:000000014351D9A0	00000009	C	.idata$2
.rdata:000000014351D9B4	00000009	C	.idata$3
.rdata:000000014351D9C8	00000009	C	.idata$4
.rdata:000000014351D9DC	00000009	C	.idata$6
.rdata:000000014351D9F0	00000006	C	.data
.rdata:000000014351DA00	00000008	C	.data$r
.rdata:000000014351DA10	00000009	C	.data$rs
.rdata:000000014351DA24	00000009	C	.didat$5
.rdata:000000014351DA48	00000007	C	.pdata
.rdata:000000014351DA58	00000007	C	_RDATA
.rdata:000000014351DA68	00000009	C	.rsrc$01
.rdata:000000014351DA7C	00000009	C	.rsrc$02
.rdata:000000014381414A	00000017	C	FMOD_Memory_Initialize
.rdata:0000000143814164	00000063	C	?createStream@System@FMOD@@QEAA?AW4FMOD_RESULT@@PEBDIPEAUFMOD_CREATESOUNDEXINFO@@PEAPEAVSound@2@@Z
.rdata:00000001438141CA	00000056	C	?setCallback@System@FMOD@@QEAA?AW4FMOD_RESULT@@P6A?AW43@PEAUFMOD_SYSTEM@@IPEAX11@ZI@Z
.rdata:0000000143814222	00000055	C	?setAdvancedSettings@System@FMOD@@QEAA?AW4FMOD_RESULT@@PEAUFMOD_ADVANCEDSETTINGS@@@Z
.rdata:000000014381427A	0000003B	C	?setSoftwareChannels@System@FMOD@@QEAA?AW4FMOD_RESULT@@H@Z
.rdata:00000001438142B8	00000034	C	?getDriver@System@FMOD@@QEAA?AW4FMOD_RESULT@@PEAH@Z
.rdata:00000001438142EE	00000031	C	?setDriver@System@FMOD@@QEAA?AW4FMOD_RESULT@@H@Z
.rdata:0000000143814322	00000065	C	?getDriverInfo@System@FMOD@@QEAA?AW4FMOD_RESULT@@HPEADHPEAUFMOD_GUID@@PEAHPEAW4FMOD_SPEAKERMODE@@2@Z
.rdata:000000014381438A	00000038	C	?getNumDrivers@System@FMOD@@QEAA?AW4FMOD_RESULT@@PEAH@Z
.rdata:00000001438143C4	00000034	C	?getLength@Sound@FMOD@@QEAA?AW4FMOD_RESULT@@PEAII@Z
.rdata:00000001438143FA	0000002D	C	?release@Sound@FMOD@@QEAA?AW4FMOD_RESULT@@XZ
.rdata:000000014381442A	00000043	C	?getDSP@ChannelControl@FMOD@@QEAA?AW4FMOD_RESULT@@HPEAPEAVDSP@2@@Z
.rdata:0000000143814470	00000050	C	?getMeteringInfo@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@PEAUFMOD_DSP_METERING_INFO@@0@Z
.rdata:00000001438144C2	00000039	C	?setMeteringEnabled@DSP@FMOD@@QEAA?AW4FMOD_RESULT@@_N0@Z
.rdata:00000001438144FE	00000015	C	FMOD_Memory_GetStats
.rdata:0000000143814516	00000018	C	EOS_Logging_SetCallback
.rdata:0000000143814530	0000000F	C	EOS_Auth_Login
.rdata:0000000143814542	00000018	C	EOS_Logging_SetLogLevel
.rdata:000000014381455C	0000000D	C	EOS_Shutdown
.rdata:000000014381456C	00000015	C	EOS_Platform_Release
.rdata:0000000143814584	0000000F	C	EOS_Initialize
.rdata:0000000143814596	00000015	C	EOS_EResult_ToString
.rdata:00000001438145AE	00000028	C	EOS_Platform_CheckForLauncherAndRestart
.rdata:00000001438145D8	0000001E	C	EOS_Platform_GetAuthInterface
.rdata:00000001438145F8	00000021	C	EOS_Platform_GetActiveLocaleCode
.rdata:000000014381461C	00000017	C	EOS_Auth_Token_Release
.rdata:0000000143814636	0000001B	C	EOS_Auth_CopyUserAuthToken
.rdata:0000000143814654	00000012	C	EOS_Ecom_Checkout
.rdata:0000000143814668	0000002C	C	EOS_Ecom_Transaction_CopyEntitlementByIndex
.rdata:0000000143814696	0000001E	C	EOS_Platform_SetNetworkStatus
.rdata:00000001438146B6	0000001A	C	EOS_Ecom_CopyOfferByIndex
.rdata:00000001438146D2	00000012	C	EOS_Platform_Tick
.rdata:00000001438146E6	0000001E	C	EOS_Platform_GetEcomInterface
.rdata:0000000143814706	00000016	C	EOS_Ecom_CopyItemById
.rdata:000000014381471E	0000001D	C	EOS_Ecom_CatalogItem_Release
.rdata:000000014381473E	0000001A	C	EOS_EpicAccountId_IsValid
.rdata:000000014381475A	0000001D	C	EOS_Ecom_CopyTransactionById
.rdata:000000014381477A	00000022	C	EOS_Platform_SetApplicationStatus
.rdata:000000014381479E	0000002A	C	EOS_Ecom_Transaction_GetEntitlementsCount
.rdata:00000001438147CA	0000001B	C	EOS_Ecom_QueryEntitlements
.rdata:00000001438147E8	00000014	C	EOS_Platform_Create
.rdata:00000001438147FE	00000017	C	EOS_Ecom_GetOfferCount
.rdata:0000000143814818	0000001D	C	EOS_Ecom_Entitlement_Release
.rdata:0000000143814838	0000001D	C	EOS_Ecom_Transaction_Release
.rdata:0000000143814858	0000001E	C	EOS_Ecom_CatalogOffer_Release
.rdata:0000000143814878	00000015	C	EOS_Ecom_QueryOffers
.rdata:0000000143814890	00000020	C	EOS_Ecom_CopyEntitlementByIndex
.rdata:00000001438148B2	0000001B	C	EOS_EpicAccountId_ToString
.rdata:00000001438148D0	0000001E	C	EOS_Ecom_GetEntitlementsCount
.rdata:00000001438148F0	0000001C	C	SteamAPI_UnregisterCallback
.rdata:000000014381490E	0000001A	C	SteamInternal_ContextInit
.rdata:000000014381492A	00000012	C	SteamAPI_Shutdown
.rdata:000000014381493E	00000017	C	SteamAPI_GetHSteamUser
.rdata:0000000143814958	0000001E	C	SteamInternal_CreateInterface
.rdata:0000000143814978	0000001A	C	SteamAPI_RegisterCallback
.rdata:0000000143814994	0000001F	C	SteamAPI_RestartAppIfNecessary
